DEPTH,TVD,ROP,WOH,WOB_AVG,TORQUE_SURF,TORQUE_MIN,TORQUE_MAX,TOT BIT_RPM,FLOWIN,SPP_AVG,SPM1,SPM2,SPM3,SPM4,Mud Weight In,Mud Weight Out,Temperature In,Temperature Out,D-Exponent Bit Wear,Total RPM [Surface + DHM],Stand Pipe Pressure,PUMP_TIME,TotalRotaryTime,Bit Time,Bit Run,TotalSurfaceCumRevOnBottom,PSACTIVE
         m,         m,       m/h,      klbm,      klbm,   klbf.ft,   klbf.ft,   klbf.ft,1/min,       gpm,       psi,1/min,1/min,1/min,1/min,g/cm3,g/cm3,      degC,      degC,       Euc,1/min,       psi,         h,         h,         h,         m,       Euc,          bbl
183,183,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
183.5,183.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
184,184,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
184.5,184.5,20.15,167.76,0,2.02,1.84,2.24,30,203.31,34.12,15,15,15,0,1.113,-0.001,25.2,24.4,-999.25,30,34.12,0.3,4.92,0.05,0.75,136,1668.97
185,185,29.6,166.69,0,2.84,2.29,3.23,30,202.25,32.59,15,15,15,0,1.113,-0.001,25.2,24.4,-999.25,30,32.59,0.32,4.94,0.07,1.34,168,1669.34
185.5,185.5,37.21,159.57,0,4.23,3.76,5.07,30,203.31,32.27,15,15,15,0,1.113,-0.001,25.2,24.4,-999.25,30,32.27,0.33,4.95,0.08,1.71,188,1669.58
186,186,46.76,165.82,0,4.25,3.49,4.72,30,203.31,31.39,15,15,15,0,1.113,-0.001,25.2,24.4,-999.25,30,31.39,0.34,4.96,0.09,2.28,209,1669.74
186.5,186.5,47.22,168.11,0,3.59,3.32,3.89,30,203.31,33.6,15,15,15,0,1.113,-0.001,25.2,24.4,-999.25,30,33.6,0.35,4.97,0.1,2.7,225,1669.98
187,187,45.07,158.47,0,3.57,3.27,3.75,30,203.31,30.9,15,15,15,0,1.113,-0.001,25.2,24.3,-999.25,30,30.9,0.37,4.98,0.11,3.24,246,1669.62
187.5,187.5,42.17,161.22,0,4.55,3.48,4.96,30,203.31,32.86,15,15,15,0,1.113,-0.001,25.2,24.4,-999.25,30,32.86,0.38,4.99,0.13,3.65,269,1669.6
188,188,22.14,158.74,0,3.41,3.16,3.62,40,203.31,32.12,15,15,15,0,1.113,-0.001,25.2,24.4,-999.25,40,32.12,0.39,5,0.14,4.34,293,1669.82
188.5,188.5,6.61,156.93,0,3.74,2.74,4.68,50,203.31,33.45,15,15,15,0,1.113,-0.001,25.3,24.4,-999.25,50,33.45,0.54,5.16,0.29,4.81,722,997.27
189,189,27.46,161.5,0,-999.25,3.99,4.34,50,203.31,32.12,15,15,15,0,1.113,-0.001,25.2,24.4,-999.25,50,32.12,0.55,5.17,0.3,5.25,759,994.64
189.5,189.5,52.33,160.67,0,3.52,3.31,3.63,50,203.31,32.86,15,15,15,0,1.113,-0.001,25.2,24.4,-999.25,50,32.86,0.56,5.18,0.31,5.8,787,993.23
190,190,39.33,166.92,0,3.52,3.49,3.54,50,203.31,33.84,15,15,15,0,1.113,-0.001,25.3,24.4,-999.25,50,33.84,0.57,5.19,0.32,6.23,812,992.99
190.5,190.5,29.54,163.25,0,4.54,4.36,4.71,50,200.61,31.88,15,15,15,0,1.113,-0.001,25.3,24.4,-999.25,50,31.88,0.6,5.21,0.35,6.72,896,984.53
191,191,43.16,161.41,0,3.51,3.3,3.89,50,203.31,32.86,15,15,15,0,1.113,-0.001,25.3,24.4,-999.25,50,32.86,0.61,5.23,0.36,7.16,928,980.76
191.5,191.5,48.31,161.96,0,-999.25,2.94,3.58,50,201.28,32.37,15,15,15,0,1.113,-0.001,25.3,24.4,-999.25,50,32.37,0.62,5.24,0.37,7.78,960,976.75
192,192,51.87,160.31,0,3.47,3.28,3.71,50,203.31,32.86,15,15,15,0,1.113,-0.001,25.2,24.4,-999.25,50,32.86,0.63,5.24,0.38,8.16,986,979.5
192.5,192.5,56.48,161.41,0,3.91,3.56,4.19,50,203.85,33.84,15,15,15,0,1.113,-0.001,25.3,24.4,-999.25,50,33.84,0.64,5.25,0.39,8.72,1015,989.45
193,193,55.33,159.85,0,3.36,3.31,3.4,50,311.85,49.4,23,23,23,0,1.113,-0.001,25.3,24.5,-999.25,50,49.4,0.65,5.26,0.4,9.29,1042,995.02
193.5,193.5,46.37,160.89,0,-999.25,2.57,3.01,50,311.31,50.99,23,23,23,0,1.113,-0.001,25.3,24.4,-999.25,50,50.99,0.66,5.27,0.41,9.77,1074,1001.81
194,194,48.05,159.94,0,3.18,3.09,3.33,50,309.15,51.97,23,23,23,0,1.113,-0.001,25.3,24.4,-999.25,50,51.97,0.67,5.29,0.42,10.3,1109,1014.33
194.5,194.5,58.49,159.02,0,3.87,3.47,4.36,50,311.85,53.94,23,23,23,0,1.113,-0.001,25.3,24.4,-999.25,50,53.94,0.68,5.29,0.43,10.78,1132,1021.5
195,195,57.6,163.98,0,3.34,3.11,3.63,50,311.85,55.9,23,23,23,0,1.113,-0.001,25.3,24.4,-999.25,50,55.9,0.69,5.3,0.44,11.39,1160,1030.85
195.5,195.5,50.6,166.92,0,3.36,-999.25,3.61,50,311.85,56.88,23,23,23,0,1.113,-0.001,25.3,24.4,-999.25,50,56.88,0.7,5.31,0.45,11.8,1188,1041.18
196,196,45.17,165.3,0,3.12,2.94,3.23,50,311.85,56.88,23,23,23,0,1.113,-0.001,25.3,24.4,-999.25,50,56.88,0.71,5.32,0.46,12.18,1223,1052.47
196.5,196.5,47.79,158.47,0,4.48,4.24,4.7,50,311.85,53.94,23,23,23,0,1.113,-0.001,25.3,24.4,-999.25,50,53.94,0.72,5.33,0.47,12.61,1251,1061.49
197,197,56.14,162.51,0,4.01,3.64,4.57,60,390.96,80.68,29,29,29,0,1.113,-0.001,25.3,24.4,-999.25,60,80.68,0.73,5.34,0.48,13.1,1282,1071.58
197.5,197.5,55.48,164.71,0,2.72,2.65,2.84,60,404.46,87.63,30,30,30,0,1.113,-0.001,25.3,24.4,-999.25,60,87.63,0.74,5.35,0.49,13.72,1315,1081.1
198,198,50.14,160.95,0,2.57,2.47,2.63,60,404.46,86,30,30,30,0,1.113,-0.001,25.3,24.4,-999.25,60,86,0.75,5.36,0.5,14.36,1352,1090.16
198.5,198.5,49.83,168.17,0,2.66,2.48,2.86,60,406.24,87.2,30,30,30,0,1.113,-0.001,25.3,24.5,-999.25,60,87.2,0.76,5.37,0.51,14.83,1387,1091.71
199,199,47.58,166.74,0,2.65,2.5,2.86,60,406.55,88.95,30,30,30,0,1.113,-0.001,25.3,24.5,-999.25,60,88.95,0.77,5.38,0.52,15.2,1423,1092.56
199.5,199.5,48.57,162.14,0,2.52,2.32,2.66,67,610.2,237.5,45,45,45,0,1.113,-0.001,25.3,24.5,-999.25,67,237.5,0.78,5.39,0.53,15.76,1461,1092.56
200,200,51.09,166.4,0,2.68,2.42,3.04,70,610.2,263.61,45,45,45,0,1.113,-0.001,25.3,24.4,-999.25,70,263.61,0.79,5.4,0.54,16.09,1501,1092.31
200.5,200.5,53.71,165.08,0,2.85,2.74,3.06,70,610.2,253.21,45,45,45,0,1.113,-0.001,25.3,24.5,-999.25,70,253.21,0.8,5.41,0.55,16.84,1542,1084.01
201,201,55.44,163.15,0,2.54,2.4,2.67,70,609.79,261.52,45,45,45,0,1.113,-0.001,25.3,24.5,-999.25,70,261.52,0.81,5.42,0.56,17.22,1581,1074.53
201.5,201.5,51.25,160.67,0,2.38,2.23,2.57,70,610.2,257.9,45,45,45,0,1.113,-0.001,25.3,24.4,-999.25,70,257.9,0.82,5.43,0.57,17.77,1619,1068.18
202,202,47.87,161.22,0,2.44,2.12,2.9,70,609.79,247.47,45,45,45,0,1.113,-0.001,25.3,24.5,-999.25,70,247.47,0.83,5.44,0.58,18.22,1667,1058.25
202.5,202.5,50.92,162.88,0,2.43,2.32,2.55,70,609.79,256.08,45,45,45,0,1.113,-0.001,25.3,24.5,-999.25,70,256.08,0.84,5.45,0.59,18.71,1710,1048.93
203,203,55.35,159.57,0,3.17,2.91,3.33,70,609.66,253.21,45,45,45,0,1.113,-0.001,25.3,24.5,-999.25,70,253.21,0.85,5.46,0.6,19.24,1744,1040.46
203.5,203.5,49.63,160.67,0,2.5,2.4,2.58,70,609.75,253.82,45,45,45,0,1.113,-0.001,25.4,24.5,-999.25,70,253.82,0.86,5.47,0.61,19.89,1789,1031.41
204,204,50.24,164.58,0,2.44,1.76,2.7,70,609.61,255.3,45,45,45,0,1.113,-0.001,25.3,24.5,-999.25,70,255.3,0.87,5.48,0.62,20.24,1836,1023.05
204.5,204.5,12.25,167.29,0,2.25,2.19,2.38,70,704.88,369.24,52,52,52,0,1.113,-0.001,25.4,24.5,-999.25,70,369.24,0.99,5.82,0.66,20.79,1996,1111.69
205,205,55.03,172.06,0,2.65,2.6,2.71,70,703.98,348.69,52,52,52,0,1.113,-0.001,25.4,24.5,-999.25,70,348.69,1,5.83,0.67,21.19,2034,1111.12
205.5,205.5,50.53,166.97,0,2.14,2.02,2.25,70,704.39,349.13,52,52,52,0,1.113,-0.001,25.4,24.5,-999.25,70,349.13,1.01,5.84,0.68,21.83,2082,1114.85
206,206,48.14,166.18,0,1.88,1.66,2.05,70,705.24,361.39,52,52,52,0,1.113,-0.001,25.4,24.5,-999.25,70,361.39,1.02,5.85,0.69,22.18,2120,1116.34
206.5,206.5,45.62,173.35,0,2.47,2.15,3,70,705.24,369.85,52,52,52,0,1.113,-0.001,25.4,24.5,-999.25,70,369.85,1.03,5.86,0.7,22.72,2168,1116.72
207,207,53.04,172.25,0,2.76,2.29,3.12,70,704.7,354.89,52,52,52,0,1.113,-0.001,25.4,24.5,-999.25,70,354.89,1.04,5.87,0.71,23.2,2203,1116.06
207.5,207.5,57.77,166.92,0,2.26,2.18,2.36,70,704.52,361.39,52,52,52,0,1.113,-0.001,25.4,24.5,-999.25,70,361.39,1.05,5.87,0.72,23.84,2243,1117.11
208,208,51.24,171.92,0,-999.25,2.19,2.76,70,704.86,348.82,52,52,52,0,1.113,-0.001,25.4,24.5,-999.25,70,348.82,1.06,5.88,0.73,24.21,2284,1116.37
208.5,208.5,48.2,168.39,0,3.03,2.82,3.52,70,704.16,353.53,52,52,52,0,1.113,-0.001,25.4,24.5,-999.25,70,353.53,1.07,5.89,0.74,24.92,2326,1117.32
209,209,50.29,163.98,0,2.98,2.86,3.11,70,704.52,355.34,52,52,52,0,1.113,-0.001,25.4,24.6,-999.25,70,355.34,1.08,5.9,0.74,25.32,2366,1114.37
209.5,209.5,51.97,171.42,0,2.76,2.61,2.94,70,705.1,368.94,52,52,52,0,1.113,-0.001,25.4,24.5,-999.25,70,368.94,1.09,5.91,0.76,25.75,2411,1111.88
210,210,50.13,165.08,0,2.72,2.7,2.73,70,705.24,368.03,52,52,52,0,1.113,-0.001,25.4,24.5,-999.25,70,368.03,1.1,5.93,0.77,26.19,2456,1112.43
210.5,210.5,33.06,173.35,0,2.29,2.02,2.57,70,704.43,347.64,52,52,52,0,1.113,-0.001,25.5,24.6,-999.25,70,347.64,1.3,6.12,0.79,26.79,2559,1116.96
211,211,45.08,165.63,0,3.3,3.26,3.35,70,704.97,351.72,52,52,52,0,1.113,-0.001,25.5,24.6,-999.25,70,351.72,1.31,6.13,0.8,27.19,2593,1117.53
211.5,211.5,65.45,167.51,0,2.9,2.83,3.07,70,798.93,469.92,59,59,59,0,1.113,-0.001,25.5,24.6,-999.25,70,469.92,1.32,6.14,0.81,27.74,2624,1118.88
212,212,65.5,165.45,0,2.63,2.57,2.69,70,799.47,477.42,59,59,59,0,1.113,-0.001,25.5,24.6,-999.25,70,477.42,1.32,6.15,0.81,28.26,2652,1118.48
212.5,212.5,70.94,165.82,0,2.75,2.6,2.95,70,798.03,488.9,59,59,59,0,1.113,-0.001,25.5,24.6,-999.25,70,488.9,1.33,6.15,0.82,28.72,2686,1118.84
213,213,69.97,164.71,0,3.07,3.01,3.14,70,800.01,485.27,59,59,59,0,1.113,-0.001,25.5,24.6,-999.25,70,485.27,1.34,6.16,0.83,29.28,2716,1118.51
213.5,213.5,71.08,170.23,0,3.53,3.31,3.8,70,799.47,484.67,59,59,59,0,1.113,-0.001,25.5,24.6,-999.25,70,484.67,1.35,6.17,0.84,29.68,2745,1118.31
214,214,70.63,163.61,0,3.16,2.95,3.26,70,798.75,476.21,59,59,59,0,1.113,-0.001,25.5,24.6,-999.25,70,476.21,1.35,6.18,0.84,30.17,2773,1118.51
214.5,214.5,72.74,163.98,0,2.88,2.82,2.91,70,800.01,448.41,59,59,59,0,1.113,-0.001,25.5,24.6,-999.25,70,448.41,1.36,6.18,0.85,30.77,2801,1118.69
215,215,73.34,165.45,0,3.02,2.94,3.16,70,800.01,464.73,59,59,59,0,1.113,-0.001,25.5,24.6,-999.25,70,464.73,1.37,6.19,0.86,31.16,2830,1119.39
215.5,215.5,73.11,171.33,0,3.17,3.07,3.23,70,800.01,470.16,59,59,59,0,1.113,-0.001,25.5,24.6,-999.25,70,470.16,1.37,6.2,0.86,31.74,2862,1118.84
216,216,70.14,165.45,0,2.81,2.57,3.07,70,799.74,485.88,59,59,59,0,1.113,-0.001,25.5,24.6,-999.25,70,485.88,1.38,6.2,0.87,32.22,2890,1119.84
216.5,216.5,70.38,170.04,0,3.18,3.04,3.32,70,800.01,471.83,59,59,59,0,1.113,-0.001,25.5,24.6,-999.25,70,471.83,1.39,6.21,0.88,32.82,2919,1118.79
217,217,76.52,163.98,0,3.23,3.04,3.56,70,800.01,473.19,59,59,59,0,1.113,-0.001,25.5,24.6,-999.25,70,473.19,1.4,6.22,0.88,33.09,2947,1119.07
217.5,217.5,76.03,162.88,0,3.29,3.23,3.35,70,800.01,494.94,59,59,59,0,1.113,-0.001,25.5,24.6,-999.25,70,494.94,1.4,6.22,0.89,33.73,2975,1119.1
218,218,66.16,166.92,0,3.23,3.09,3.35,70,799.83,470.77,59,59,59,0,1.113,-0.001,25.5,24.6,-999.25,70,470.77,1.41,6.23,0.9,34.13,3005,1119.6
218.5,218.5,32.39,154.95,8.88,3.6,1.6,5.31,70,799.41,473.81,59,59,59,0,1.113,-0.001,25.5,24.7,-999.25,70,473.81,1.44,6.26,0.93,34.83,3128,1116.72
219,219,9.64,160.31,2.26,4.57,2.6,7.21,70,515.03,188.25,38,38,38,0,1.113,-0.001,25.6,24.7,1,70,188.25,1.5,6.32,0.99,35.24,3379,1112.07
219.5,219.5,25.84,161.59,0.43,4.14,3.42,5.14,70,515.16,183.41,38,38,38,0,1.113,-0.001,25.6,24.7,1,70,183.41,1.53,6.35,1.02,35.8,3518,1112.68
220,220,54.92,161.22,0.89,3.95,3.71,4.11,70,515.43,183.34,38,38,38,0,1.113,-0.001,25.6,24.7,1,70,183.34,1.54,6.36,1.03,36.18,3551,1111.88
220.5,220.5,38.51,159.49,2.8,5.16,2.47,8.71,70,762.58,447.2,58,58,57,0,1.113,-0.001,25.6,24.7,1,70,447.2,1.56,6.38,1.04,36.79,3619,1111.35
221,221,6.31,159.85,2.26,4.42,2.62,6.28,70,515.09,179.48,38,38,38,0,1.113,-0.001,25.7,24.8,1,70,179.48,1.7,6.52,1.19,37.36,4212,1121.62
221.5,221.5,20.41,159.2,2.65,4.56,2.69,6.27,70,514.89,169.97,38,38,38,0,1.113,-0.001,25.7,24.9,1,70,169.97,1.72,6.54,1.21,37.86,4295,1122.87
222,222,51.82,161.78,0.08,3.89,3.66,4.13,70,521.46,222.39,40,39,39,0,1.113,-0.001,25.7,24.9,1,70,222.39,1.72,6.55,1.21,38.21,4330,1123.07
222.5,222.5,53.49,169.86,0,3,2.89,3.11,70,797.85,471.37,59,59,59,0,1.113,-0.001,25.7,24.9,1,70,471.37,1.73,6.55,1.22,38.69,4358,1123.61
223,223,52.58,162.14,0.05,3.93,3.64,4.46,70,797.04,450.22,59,59,59,0,1.113,-0.001,25.7,24.9,1,70,450.22,1.74,6.57,1.23,39.19,4413,1125.3
223.5,223.5,68.84,162.88,0,3.22,2.94,3.47,70,797.76,479.83,59,59,59,0,1.113,-0.001,25.7,24.9,1,70,479.83,1.75,6.57,1.24,39.72,4445,1126.29
224,224,72.63,167.65,0,3.22,3.09,3.33,70,799.56,472.58,59,59,59,0,1.113,-0.001,25.7,24.9,0,70,472.58,1.76,6.58,1.25,40.08,4473,1126.08
224.5,224.5,76.56,166.92,0,2.86,2.83,2.9,70,799.74,459.89,59,59,59,0,1.113,-0.001,25.7,24.9,0,70,459.89,1.77,6.59,1.25,40.58,4500,1126.7
225,225,76.22,162.51,0.03,3.16,3.04,3.3,70,798.84,471.37,59,59,59,0,1.113,-0.001,25.7,24.9,0,70,471.37,1.77,6.59,1.26,41.2,4528,1121.85
225.5,225.5,76.17,163.98,0,3.17,3.09,3.28,70,799.65,459.29,59,59,59,0,1.113,-0.001,25.7,24.9,0,70,459.29,1.78,6.6,1.27,41.64,4556,1115.1
226,226,74.78,165.63,0.02,3.07,2.8,3.3,70,800.01,463.21,59,59,59,0,1.113,-0.001,25.7,24.9,0,70,463.21,1.79,6.61,1.27,42.37,4585,1106.99
226.5,226.5,70.49,162.88,0,3.24,3.21,3.28,70,799.4,445.08,59,59,59,0,1.113,-0.001,25.7,24.9,0,70,445.08,1.79,6.61,1.28,42.75,4614,1099.92
227,227,64.42,164.71,0.03,3.22,3.14,3.28,70,799.65,441.16,59,59,59,0,1.113,-0.001,25.7,24.9,0,70,441.16,1.8,6.62,1.29,43.34,4645,1091.07
227.5,227.5,67.16,161.78,0.08,3.58,3.52,3.7,70,798.93,469.56,59,59,59,0,1.113,-0.001,25.8,24.9,0,70,469.56,1.81,6.63,1.3,43.71,4676,1083.27
228,228,66.73,165.63,0.02,3.11,3.05,3.18,70,799.2,463.21,59,59,59,0,1.113,-0.001,25.7,25,0,70,463.21,1.81,6.64,1.3,44.25,4708,1074.11
228.5,228.5,69.46,161.78,0.08,3.82,3.69,3.92,70,800.01,459.29,59,59,59,0,1.113,-0.001,25.7,25,0,70,459.29,1.82,6.64,1.31,44.83,4737,1065.62
229,229,76.34,161.78,0.08,4.04,3.92,4.25,70,799.83,461.1,59,59,59,0,1.113,-0.001,25.7,24.9,0,70,461.1,1.83,6.65,1.32,45.22,4765,1058.36
229.5,229.5,75.41,161.78,0.42,3.88,3.77,4.06,70,800.01,462.91,59,59,59,0,1.113,-0.001,25.8,24.9,0,70,462.91,1.84,6.66,1.32,45.61,4793,1049.87
230,230,72.23,167.29,0,3.37,3.14,3.75,70,798.21,482.25,59,59,59,0,1.113,-0.001,25.7,24.9,0,70,482.25,1.84,6.66,1.33,46.31,4825,1035.82
230.5,230.5,69.93,170.32,0,3.3,3.26,3.4,70,798.79,455.96,59,59,59,0,1.113,-0.001,25.7,25,0,70,455.96,1.85,6.67,1.34,46.72,4854,1028.25
231,231,39.86,166.92,0,1.86,1.45,2.77,70,800.01,469.56,59,59,59,0,1.113,-0.001,25.8,25,0,70,469.56,1.93,6.75,1.38,47.2,4944,1015.57
231.5,231.5,36.91,163.25,0,3.28,3.23,3.33,70,800.01,449.62,59,59,59,0,1.113,-0.001,25.8,25,0,70,449.62,1.94,6.76,1.39,47.79,4979,1017.81
232,232,70.4,168.76,0,3.33,3.16,3.45,70,800.01,465.93,59,59,59,0,1.113,-0.001,25.8,25,0,70,465.93,1.94,6.76,1.4,48.09,5007,1017.02
232.5,232.5,77.16,165.82,0,3.25,3.18,3.37,70,800.01,490.71,59,59,59,0,1.113,-0.001,25.8,25,0,70,490.71,1.95,6.77,1.41,48.77,5034,1020.54
233,233,73.63,167.65,0,2.86,2.81,2.91,70,798.03,462.91,59,59,59,0,1.113,-0.001,25.8,25.1,0,70,462.91,1.96,6.78,1.41,49.29,5063,1028.49
233.5,233.5,68.66,162.88,0,2.9,2.81,2.99,70,800.01,470.01,59,59,59,0,1.113,-0.001,25.8,25.1,0,70,470.01,1.96,6.78,1.42,49.78,5092,1035.59
234,234,68.15,163.98,0,2.91,2.74,3.16,70,800.01,453.85,59,59,59,0,1.113,-0.001,25.8,25.1,0,70,453.85,1.97,6.79,1.43,50.39,5126,1045.28
234.5,234.5,74.59,161.41,0.79,3.17,2.89,3.44,70,797.85,458.08,59,59,59,0,1.113,-0.001,25.8,25,0,70,458.08,1.98,6.8,1.43,50.7,5151,1052.05
235,235,71.63,169.86,0,3.15,3.11,3.21,70,799.47,457.47,59,59,59,0,1.113,-0.001,25.9,25.1,0,70,457.47,1.99,6.81,1.44,51.33,5184,1063.92
235.5,235.5,72.78,163.25,0.03,2.88,2.85,2.93,70,798.21,470.16,59,59,59,0,1.113,-0.001,25.8,25.1,0,70,470.16,1.99,6.81,1.45,51.93,5210,1066.62
236,236,71.52,169.86,0,3.02,2.82,-999.25,70,799.02,472.58,59,59,59,0,1.113,-0.001,25.9,25.1,0,70,472.58,2,6.82,1.46,52.16,5242,1077.04
236.5,236.5,67.74,169.12,0,3.06,3.04,-999.25,70,800.01,477.42,59,59,59,0,1.113,-0.001,25.8,25.1,0,70,477.42,2.01,6.83,1.46,52.8,5271,1082.95
237,237,70.83,162.33,0.04,3.07,2.94,-999.25,70,800.01,459.59,59,59,59,0,1.113,-0.001,25.8,25.1,0,70,459.59,2.01,6.83,1.47,53.28,5304,1092.78
237.5,237.5,72.05,160.31,1.55,3.41,3.3,-999.25,70,800.01,482.85,59,59,59,0,1.113,-0.001,25.9,25.1,0,70,482.85,2.02,6.84,1.48,53.6,5330,1097.42
238,238,80.02,166.92,0,3.2,2.81,-999.25,70,799.2,456.87,59,59,59,0,1.113,-0.001,25.9,25.1,0,70,456.87,2.03,6.85,1.48,54.33,5358,1104.6
238.5,238.5,71.71,163.25,0.39,3.27,3.16,3.37,70,799.11,487.09,59,59,59,0,1.113,-0.001,25.9,25.1,0,70,487.09,2.03,6.85,1.49,54.75,5389,1108.92
239,239,68.68,168.02,0,3.84,3.8,3.87,70,800.01,462.31,59,59,59,0,1.113,-0.001,25.9,25.1,0,70,462.31,2.04,6.86,1.5,55.23,5421,1108.96
239.5,239.5,74.28,159.94,1.92,3.5,3.35,3.68,70,800.01,460.49,59,59,59,0,1.113,-0.001,25.9,25.1,0,70,460.49,2.05,6.87,1.5,55.67,5448,1110.67
240,240,73.82,163.98,0.03,4.12,4.08,4.2,70,799.11,477.42,59,59,59,0,1.113,-0.001,25.9,25.1,0,70,477.42,2.06,6.88,1.51,56.29,5479,1109.72
240.5,240.5,69.73,166.55,0,3.77,3.73,3.8,70,799.02,476.21,59,59,59,0,1.113,-0.001,25.9,25.1,1,70,476.21,2.06,6.88,1.52,56.69,5507,1110.2
241,241,66.75,163.98,0,4.23,4.08,4.39,70,800.01,479.53,59,59,59,0,1.113,-0.001,25.9,25.1,1,70,479.53,2.07,6.89,1.53,57.27,5534,1109.91
241.5,241.5,71.66,159.02,2.83,3.82,3.75,3.89,70,800.01,445.54,59,59,59,0,1.113,-0.001,25.9,25.2,1,70,445.54,2.08,6.9,1.53,57.73,5566,1110.1
242,242,69.59,159.02,2.83,3.88,3.82,3.99,70,800.01,468.65,59,59,59,0,1.113,-0.001,25.9,25.1,1,70,468.65,2.08,6.9,1.54,58.21,5599,1104.52
242.5,242.5,67.91,158.84,3.02,4.61,4.27,4.98,70,799.47,491.32,59,59,59,0,1.113,-0.001,25.9,25.1,1,70,491.32,2.09,6.91,1.55,58.61,5628,1094.43
243,243,71.58,160.31,1.89,4.26,4.06,4.53,70,800.01,462.31,59,59,59,0,1.113,-0.001,25.9,25.1,1,70,462.31,2.1,6.92,1.56,59.17,5659,1086.96
243.5,243.5,73.89,159.57,2.28,3.57,3.49,3.66,70,800.01,482.25,59,59,59,0,1.113,-0.001,25.9,25.1,1,70,482.25,2.1,6.92,1.56,59.59,5683,1079.78
244,244,78.68,165.45,0,4.08,3.99,4.18,70,800.01,461.7,59,59,59,0,1.113,-0.001,25.9,25.2,1,70,461.7,2.11,6.93,1.57,60.23,5714,1070
244.5,244.5,47.72,161.04,1.16,3.93,3.8,4.06,70,800.01,465.33,59,59,59,0,1.113,-0.001,25.9,25.2,1,70,465.33,2.12,6.94,1.57,60.73,5739,1063.46
245,245,45.76,170.59,0,3.87,3.82,3.92,70,797.04,480.44,59,59,59,0,1.113,-0.001,26.2,25.4,1,70,480.44,2.37,7.33,1.61,61.11,5885,1104.92
245.5,245.5,73.56,165.82,0,3.67,3.61,3.78,70,799.02,471.37,59,59,59,0,1.113,-0.001,26.2,25.4,1,70,471.37,2.38,7.33,1.62,61.76,5912,1103.91
246,246,69.62,169.12,0,3.66,3.44,3.8,70,799.83,463.52,59,59,59,0,1.113,-0.001,26.2,25.7,1,70,463.52,2.38,7.34,1.62,62.24,5947,1105.82
246.5,246.5,69.53,168.02,0,3.44,3.3,3.63,70,800.01,464.12,59,59,59,0,1.113,-0.001,26.2,25.6,1,70,464.12,2.39,7.35,1.63,62.69,5975,1106.2
247,247,69.56,169.12,0,3.92,3.91,3.92,70,799.11,448.41,59,59,59,0,1.113,-0.001,26.2,25.5,1,70,448.41,2.4,7.35,1.64,63.17,6004,1108.41
247.5,247.5,74.46,167.29,0,4.05,3.92,4.18,70,800.01,475,59,59,59,0,1.113,-0.001,26.2,25.6,1,70,475,2.4,7.36,1.64,63.73,6035,1109.47
248,248,75.41,164.71,0,3.76,3.66,3.91,70,799.47,475,59,59,59,0,1.113,-0.001,26.3,25.6,1,70,475,2.41,7.37,1.65,64.39,6061,1110.59
248.5,248.5,72.34,170.23,0,3.9,3.85,3.96,70,799.47,500.38,59,59,59,0,1.113,-0.001,26.2,25.4,1,70,500.38,2.42,7.38,1.66,64.72,6089,1110.76
249,249,79.25,165.63,0,3.7,3.68,3.73,70,799.6,476.81,59,59,59,0,1.113,-0.001,26.3,25.6,1,70,476.81,2.42,7.38,1.66,65.14,6115,1110.95
249.5,249.5,71.86,168.94,5.45,3.68,3.31,3.97,70,800.01,469.56,59,59,59,0,1.113,-0.001,26.2,25.6,1,70,469.56,2.43,7.39,1.67,65.87,6150,1110.59
250,250,69.78,166.55,7.84,3.21,3.09,3.32,70,799.02,464.73,59,59,59,0,1.113,-0.001,26.3,25.6,1,70,464.73,2.44,7.4,1.68,66.4,6178,1110.97
250.5,250.5,64.44,165.82,8.57,3.72,3.64,3.78,70,800.01,473.19,59,59,59,0,1.113,-0.001,26.3,25.4,1,70,473.19,2.45,7.4,1.69,66.7,6208,1110.95
251,251,65.85,163.98,10.41,3.47,3.42,3.51,70,799.2,496.75,59,59,59,0,1.113,-0.001,26.3,25.5,1,70,496.75,2.45,7.41,1.69,67.24,6240,1110.97
251.5,251.5,70.24,169.12,5.27,3.98,3.78,4.11,70,800.01,487.09,59,59,59,0,1.113,-0.001,26.3,24.2,1,70,487.09,2.46,7.42,1.7,67.75,6273,1110.73
252,252,70.24,163.25,11.14,4.02,3.8,4.15,70,798.66,460.49,59,59,59,0,1.113,-0.001,26.3,25.5,1,70,460.49,2.47,7.42,1.71,68.13,6298,1110.97
