DEPTH,TVD,ROP,WOH,WOB_AVG,TORQUE_SURF,TORQUE_MIN,TORQUE_MAX,TOT BIT_RPM,FLOWIN,SPP_AVG,SPM1,SPM2,SPM3,SPM4,Mud Weight In,Mud Weight Out,Temperature In,Temperature Out,D-Exponent Bit Wear,Total RPM [Surface + DHM],Stand Pipe Pressure,PUMP_TIME,TotalRotaryTime,Bit Time,Bit Run,TotalSurfaceCumRevOnBottom,PSACTIVE
         m,         m,       m/h,      klbm,      klbm,   klbf.ft,   klbf.ft,   klbf.ft,1/min,       gpm,       psi,1/min,1/min,1/min,1/min,g/cm3,g/cm3,      degC,      degC,       Euc,1/min,       psi,         h,         h,         h,         m,       Euc,          bbl
4531.5,4530.32,3.92,386.55,4.41,4.64,0.65,8.25,90,580.72,4090.06,69,60,20,20,1.796,1.806,45.8,48.8,1,90,4090.06,80.91,65.39,36.16,423.31,342247,421.88
4532,4530.82,3.2,381.81,9.01,4.86,0.05,9.91,120,626.42,4451.73,70,69,20,20,1.795,1.807,52.7,48.6,1,120,4451.73,81.1,65.58,36.35,424.03,343537,418.84
4532.5,4531.32,3.16,373.7,17.02,8.27,0.02,14.81,108,627.27,4443.96,70,70,50,50,1.794,1.807,46.9,48.5,1,108,4443.96,81.25,65.73,36.5,424.43,344621,410.05
4533,4531.82,2.99,370.39,20.3,4.22,0.96,7.82,90,628.5,4514.74,70,70,50,50,1.792,1.807,46.3,48.7,1,90,4514.74,81.41,65.89,36.66,425.07,345766,411.92
4533.5,4532.32,2.27,367.2,23.55,6.08,0.03,13.58,120,624.9,4427.17,70,69,50,50,1.789,1.807,45.4,48.8,1,120,4427.17,81.7,66.19,36.95,425.6,347556,411.63
4534,4532.82,2.65,372.37,18.36,5.12,3.94,8.21,139,628.63,4532.2,70,70,50,50,1.787,1.806,46,48.7,1,139,4532.2,81.94,66.42,37.19,426.05,349439,417.58
4534.5,4533.32,6.5,382.85,7.78,5.55,0.6,10.62,140,623.26,4423.65,69,69,50,50,1.787,1.806,45.7,48.7,1,140,4423.65,82.01,66.49,37.25,426.51,349989,413.76
4535,4533.81,7.58,381.43,9.28,5.76,0.89,10.76,140,626.12,4468.58,70,69,50,50,1.786,1.807,46,48.4,1,140,4468.58,82.07,66.55,37.31,426.93,350481,415.91
4535.5,4534.31,4.37,381.48,9.24,3.77,3.42,4.22,140,626.98,4512.41,70,70,50,50,1.786,1.806,46.2,48.1,1,140,4512.41,82.18,66.66,37.43,427.29,351454,417.34
4536,4534.81,2.54,376.17,14.52,3.49,2.75,3.78,140,628.58,4535.58,70,70,50,50,1.785,1.806,46,47.6,1,140,4535.58,82.42,66.9,37.67,427.84,353555,412.69
4536.5,4535.31,2.19,379.85,10.92,5.44,0.19,11.55,161,627.14,4483.23,70,70,50,50,1.784,1.807,46.5,47.9,1,161,4483.23,82.68,67.16,37.92,428.61,355707,412.96
4537,4535.81,3.33,372.99,17.77,6.42,0.11,11.56,90,627.86,4487.77,70,70,50,50,1.784,1.807,45.9,48,1,90,4487.77,82.79,67.27,38.04,429.02,356724,411.66
4537.5,4536.31,2.78,370.3,20.43,3.84,3.59,4.18,100,628.61,4512.81,70,70,50,50,1.784,1.806,46.3,48.2,1,100,4512.81,83.21,67.69,38.46,429.41,359886,413.13
4538,4536.81,2.41,371.4,19.34,8.19,0.01,14.7,140,625.29,4383.77,70,69,50,50,1.784,1.807,46,48.3,1,140,4383.77,83.5,67.97,38.74,429.85,362476,411.52
4538.5,4537.31,5.12,370.1,20.51,7.48,0.5,13.59,140,624.07,4397.2,70,69,50,50,1.784,1.805,46,48.4,1,140,4397.2,83.56,68.04,38.81,430.37,363038,410.83
4539,4537.81,4.39,385.96,4.69,4.3,0.87,8.35,101,628.38,4530.45,70,70,50,50,1.784,1.808,46.3,48.3,1,101,4530.45,83.92,68.82,39.03,430.84,364791,406.96
4539.5,4538.31,2.81,378.41,12.3,3.36,3.26,3.54,140,628.44,4548.25,70,70,50,50,1.784,1.806,46.6,48.3,1,140,4548.25,84.03,68.92,39.13,431.34,365539,407.49
4540,4538.81,2.68,367.81,22.95,5.47,0.4,12.93,140,624.66,4420.89,70,69,50,50,1.784,1.807,50,48.3,1,140,4420.89,84.27,69.16,39.37,432.03,367437,407.04
4540.5,4539.31,1.87,368.99,28.83,5.48,0.17,11.23,140,623.54,4397.7,69,69,50,50,1.801,1.807,45.9,48.4,1,140,4397.7,84.48,69.37,39.59,432.37,369239,408.95
4541,4539.81,1.95,376.28,25.33,5.82,0.34,14.79,139,625.57,4532.43,70,69,50,50,1.8,1.806,46.1,48.6,1,139,4532.43,84.77,69.71,39.87,433.03,372092,408.15
4541.5,4540.31,2.3,370.55,27.23,5.18,0.25,10.52,120,626.43,4445.54,70,69,50,50,1.799,1.806,46.4,48.5,1,120,4445.54,85.02,69.91,40.13,433.48,373553,407.25
4542,4540.81,2.12,372.85,24.88,6.06,0.19,13.02,140,624.64,4412.12,70,69,50,50,1.798,1.805,46.3,48.6,1,140,4412.12,85.24,70.13,40.35,434.11,375205,405.18
4542.5,4541.31,2.27,370.42,27.34,5.63,0.29,10.99,120,625.93,4434.08,70,69,50,50,1.798,1.807,46,48.5,1,120,4434.08,85.48,70.37,40.58,434.51,376972,406.12
4543,4541.81,2.34,371.98,25.68,5.29,0.4,10.79,120,627.23,4462.65,70,70,50,50,1.798,1.806,46.5,48.3,1,120,4462.65,85.7,70.58,40.8,434.89,378551,405.13
4543.5,4542.31,2.07,371.08,26.74,6.35,0.01,14.04,120,625.77,4422.74,70,69,50,50,1.797,1.806,46.5,48.3,1,120,4422.74,85.92,70.81,41.02,435.38,380167,405.98
4544,4542.81,1.94,371.31,26.48,4.4,0.74,8.73,120,628.4,4482.91,70,70,50,50,1.797,1.808,46.3,46.9,1,120,4482.91,86.2,71.09,41.3,435.96,382189,406.76
4544.5,4543.31,1.9,369.78,28.06,5.59,0.37,11.27,120,627.82,4459.67,70,70,50,50,1.797,1.806,46,47.4,1,120,4459.67,86.4,71.29,41.5,436.49,383629,410.03
4545,4543.81,2.12,370.69,27.04,4.51,0.52,9.2,120,628.42,4492.03,70,70,50,50,1.798,1.806,46.4,47.5,1,120,4492.03,86.69,71.58,41.79,437,385706,407.63
4545.5,4544.3,2.19,378.03,19.58,3.92,0.66,8.54,120,628.56,4488.11,70,70,50,50,1.798,1.805,47,47.6,1,120,4488.11,86.95,71.84,42.06,437.37,387605,406.7
4546,4544.8,2.22,371.66,26.12,5.81,0.3,11.56,140,626.24,4419.59,70,70,50,50,1.798,1.808,46.6,47.3,1,140,4419.59,87.15,72.04,42.25,437.9,389140,407.65
4546.5,4545.3,4.14,373.65,24,5.98,0.15,11.85,139,624.52,4389.34,70,69,50,50,1.799,1.807,45.9,44.8,1,139,4389.34,87.3,72.19,42.41,438.36,390432,403.83
4547,4545.8,5.42,372.57,25.3,6.6,0.63,12.73,140,623.68,4396.26,70,69,50,50,1.799,1.808,46.4,45.8,1,140,4396.26,87.39,72.27,42.49,438.82,391136,408.32
4547.5,4546.3,3.57,377.25,20.28,3.57,3.47,3.66,140,628.92,4542.1,70,70,50,50,1.801,1.807,47.5,47.5,1,140,4542.1,87.71,72.98,42.67,439.57,392610,399.43
4548,4546.8,2.3,370.91,25.62,4.66,4.44,4.81,140,628.83,4563.85,70,70,50,50,1.801,1.805,47.6,47.7,1,140,4563.85,87.99,73.26,42.94,439.81,394900,400.03
4548.5,4547.3,3.4,365.97,31.77,8.63,0.5,14.78,138,626.77,4432.05,70,70,50,50,1.801,1.804,47.2,47.7,1,138,4432.05,88.06,73.33,43.01,440.3,395494,399.11
4549,4547.8,4.34,371.36,23.8,8.08,0.15,14.74,150,625.69,4411.22,70,69,50,50,1.801,1.803,46.5,47.6,1,150,4411.22,88.19,73.46,43.14,440.8,396548,399.6
4549.5,4548.3,4.07,370.98,24.37,6.76,0.27,13.58,150,624.45,4383.07,69,69,50,50,1.802,1.805,46.4,47.6,1,150,4383.07,88.31,73.58,43.26,441.27,397622,400.04
4550,4548.8,3.26,369.1,26.16,4.51,0,10.66,130,628,4498.96,70,70,50,50,1.802,1.806,46.4,47.6,1,130,4498.96,88.47,73.74,43.42,441.92,399017,400.76
4550.5,4549.3,2.51,369.98,25.3,5.74,0.02,11.98,130,626.38,4424.8,70,70,50,50,1.802,1.806,46.6,47.4,1,130,4424.8,88.68,73.95,43.63,442.28,400654,396.51
4551,4549.8,2.09,371.26,23.97,5.92,0.01,10.91,130,626.23,4434.74,70,70,50,50,1.801,1.805,46.7,47.4,1,130,4434.74,88.88,74.15,43.83,442.89,402183,397.28
4551.5,4550.3,1.53,369.85,25.43,4.53,0.24,9.24,110,628.16,4477.67,70,70,50,50,1.801,1.806,46.5,47.5,1,110,4477.67,89.17,74.44,44.12,443.27,404224,400.22
4552,4550.8,1.88,367.24,28.05,7.2,0.27,14.57,129,625.3,4412.63,70,69,50,50,1.801,1.806,46.5,47.1,1,129,4412.63,89.54,74.81,44.49,443.91,406877,401.49
4552.5,4551.3,2.34,367.41,27.84,6.36,0.04,14.79,129,625.71,4420.49,70,69,50,50,1.801,1.806,46.6,47.2,1,129,4420.49,89.76,75.03,44.71,444.43,408572,398.91
4553,4551.8,2.16,366.88,28.58,6.03,0.72,11.98,131,625.35,4428.49,70,69,50,50,1.802,1.804,46.6,47.3,1,131,4428.49,89.96,75.23,44.91,444.85,410131,396.54
4553.5,4552.3,2.25,367.09,28.16,5.32,0.33,10.76,129,626.97,4447.72,70,70,50,50,1.802,1.807,46.8,47.2,1,129,4447.72,90.21,75.48,45.16,445.42,412079,397.49
4554,4552.8,1.87,368.68,26.49,7.67,0.05,14.51,120,626.66,4434.41,70,70,50,50,1.802,1.806,47,46.7,1,120,4434.41,90.49,75.76,45.44,445.85,414187,396.68
4554.5,4553.29,3.57,369.2,26.48,6.61,0.55,12.81,151,623.02,4383.77,70,69,50,50,1.802,1.808,46,46.4,1,151,4383.77,90.76,76.03,45.71,446.41,416182,397.22
4555,4553.79,4.67,365.39,29.97,6.85,0.47,14.1,150,623.51,4374.43,70,69,50,50,1.802,1.805,46.8,46.4,1,150,4374.43,90.85,76.12,45.8,446.78,416931,395.36
4555.5,4554.29,3.62,369.67,25.53,6.55,0.14,13.19,149,624.7,4383.49,70,69,50,50,1.802,1.805,46.6,46.8,1,149,4383.49,91.01,76.28,45.96,447.35,418373,395.06
4556,4554.79,3.92,369.03,26.33,5.5,2.86,8.78,150,628.15,4549.35,70,70,50,50,1.802,1.807,47.4,46.9,1,150,4549.35,91.15,76.42,46.08,447.73,419445,396
4556.5,4555.29,3.2,371.98,22.89,4.96,0.89,9.31,121,628.3,4467.16,70,70,50,50,1.802,1.805,46.9,47,1,121,4467.16,91.34,76.61,46.27,448.33,421098,396.41
4557,4555.79,2.38,368.66,26.64,5.76,0.33,11.65,145,624.05,4383.79,70,69,50,50,1.802,1.806,46.6,47,1,145,4383.79,91.55,76.82,46.47,448.95,422734,395.32
4557.5,4556.29,2.45,369.81,25.23,4.9,0.47,9.91,131,625.55,4432.67,70,69,50,50,1.802,1.808,46.8,46.6,1,131,4432.67,91.73,77,46.65,449.34,424229,397.9
4558,4556.79,2.76,366.63,28.65,6.41,0.56,12.84,160,623.42,4373.2,69,69,50,50,1.802,1.807,46.9,46,1,160,4373.2,92.01,77.28,46.86,449.88,426028,856.17
4558.5,4557.29,3.17,366.85,28.33,6.64,0.79,11.93,161,624.12,4368.86,69,69,50,50,1.802,1.81,47.2,45.8,1,161,4368.86,92.15,77.42,47,450.29,427369,853.27
4559,4557.79,1.87,366.03,29.18,5.68,0.1,12.03,99,625.62,4417.96,70,69,50,50,1.802,1.809,46.7,45.7,1,99,4417.96,92.4,77.67,47.25,450.86,429407,849.86
4559.5,4558.29,1.64,368.62,26.65,4.52,0.2,11.23,100,628.32,4486.5,70,70,50,50,1.802,1.809,46.9,44.8,1,100,4486.5,92.74,78.01,47.59,451.45,431446,845.9
4560,4558.79,1.59,367.48,27.79,4.75,0,11.65,100,628.33,4487.63,70,70,50,50,1.802,1.808,46.8,46,1,100,4487.63,93.05,78.32,47.9,451.96,433310,843.51
4560.5,4559.29,1.36,371.2,24.07,5.18,0.04,13.11,100,626.63,4465.44,70,69,50,50,1.802,1.807,46.2,46.7,1,100,4465.44,93.49,78.76,48.3,452.34,435708,841.61
4561,4559.79,1.25,366.01,29.31,4.88,0.09,11.88,120,626.9,4473.92,70,70,50,50,1.802,1.807,46.9,46.9,1,120,4473.92,93.82,79.09,48.59,452.83,437947,842.16
4561.5,4560.29,2.43,364.98,30.6,6.28,0.77,12.26,152,624.5,4380.14,70,69,50,50,1.802,1.805,46.9,46.8,1,152,4380.14,94.02,79.28,48.78,453.48,439430,842.78
4562,4560.79,3.65,362.46,32.92,6.86,0.69,12.83,151,623.98,4367.71,69,69,50,50,1.803,1.808,46.3,46.4,1,151,4367.71,94.12,79.39,48.88,453.8,440405,840.14
4562.5,4561.29,2.21,382.98,0,3.14,2.99,3.37,80,601.79,4213.73,67,67,50,50,1.877,1.795,46.6,52,-999.25,80,4213.73,6.94,22.88,0.22,0.01,1057,410.26
4563,4561.79,0.76,379.9,15.91,3.54,3.26,3.94,80,601.71,4213.22,67,67,50,50,1.884,1.796,46.9,51.7,-999.25,80,4213.22,7.37,23.31,0.65,0.6,3126,409.16
4563.5,4562.29,1.75,372.54,22.25,4.23,3.66,4.84,80,601.79,4213.1,67,67,50,50,1.887,1.795,47.2,51.6,-999.25,80,4213.1,7.58,23.52,0.84,1.04,4015,409.58
4564,4562.79,2.25,371.86,22.92,4.55,1.84,7.55,100,601.93,4192.5,67,67,50,50,1.891,1.797,47.2,51.5,2,100,4192.5,7.87,23.8,1.12,1.56,5590,864.68
4564.5,4563.28,1.82,372.36,22.29,4.34,4.08,4.63,119,601.45,4200.09,67,67,50,50,1.895,1.801,45.8,51.3,2,119,4200.09,8.15,24.09,1.39,2.06,7353,864.99
4565,4563.78,2.07,369.71,24.91,4.57,4.11,5,108,601.49,4202.47,67,67,50,50,1.898,1.805,45.7,51.4,2,108,4202.47,8.37,24.3,1.61,2.59,8879,861.87
4565.5,4564.28,2.44,368.67,25.93,4.46,3.73,5.19,108,601.69,4194.34,67,67,50,50,1.9,1.806,45.8,51.4,2,108,4194.34,8.55,24.49,1.8,3.11,10086,861.29
4566,4564.78,2.57,366.68,27.97,5.16,4.46,5.88,108,601.78,4200.52,67,67,50,50,1.901,1.805,47.1,51.4,2,108,4200.52,8.75,24.69,2,3.58,11383,860.03
4566.5,4565.28,2.46,368.44,25.77,5.13,4.56,5.76,108,601.5,4192.91,67,67,50,50,1.903,1.805,46.7,51.5,2,108,4192.91,8.97,24.9,2.21,4.09,12747,858.13
4567,4565.78,2.49,369.08,25.57,4.48,4.11,4.96,108,601.8,4193.4,67,67,50,50,1.904,1.805,47.2,51.5,2,108,4193.4,9.16,25.1,2.4,4.56,14019,855.14
4567.5,4566.28,2.38,366.18,28.37,4.82,4.56,5.07,108,601.68,4191.59,67,67,50,50,1.906,1.805,47.6,51.3,2,108,4191.59,9.36,25.3,2.6,5.08,15320,855.6
4568,4566.78,2.33,368.85,25.79,4.27,4.13,4.39,108,601.62,4197.97,67,67,50,50,1.907,1.805,47.7,51.4,2,108,4197.97,9.59,25.53,2.84,5.57,16824,859.86
4568.5,4567.28,2.28,371.25,23.46,4.68,1.63,8.08,90,601.74,4194.17,67,67,50,50,1.804,1.806,46.7,51.3,2,90,4194.17,9.83,25.77,3.07,6.05,18272,860.55
4569,4567.78,2,370.64,24.12,4.62,1.65,7.59,90,601.82,4186.66,67,67,50,50,1.805,1.805,46.5,51.9,2,90,4186.66,10.07,26.01,3.31,6.69,19573,861.89
4569.5,4568.28,1.59,370.92,21.62,4.43,1.52,7.18,90,601.87,4181.6,67,67,50,50,1.806,1.804,46.4,52.9,2,90,4181.6,10.46,26.39,3.68,7.32,21604,857.51
4570,4568.78,1.66,369.34,22.8,4.59,1.48,7.69,90,601.81,4182.19,67,67,50,50,1.806,1.805,46.8,53.1,2,90,4182.19,10.72,26.65,3.93,7.83,22988,857.22
4570.5,4569.28,2,372.71,19.43,4.47,2.3,7.12,100,601.5,4185.38,67,67,50,50,1.806,1.809,46.9,52.9,2,100,4185.38,11,26.94,4.22,8.31,24582,855.93
4571,4569.78,2.27,371.38,20.84,4.21,3.68,4.93,100,601.88,4181.06,67,67,50,50,1.806,1.805,46.6,51.5,2,100,4181.06,11.24,27.18,4.46,8.76,26025,856.06
4571.5,4570.28,1.72,385.59,5.6,4.39,4.15,4.27,100,600.21,4264.11,67,67,50,50,1.809,1.808,45.3,51.1,2,100,4264.11,12.94,29.16,4.77,9.49,27888,851.13
4572,4570.78,2.07,376.84,15.26,4.38,3.96,4.74,100,601.58,4241.15,67,67,50,50,1.81,1.806,46.1,51.1,1,100,4241.15,13.19,29.43,4.95,9.89,29005,850.87
4572.5,4571.28,2.57,373.3,22.18,5.64,2.61,8.68,100,601.43,4213.83,67,67,50,50,1.811,1.807,53.1,51.2,1,100,4213.83,13.37,29.61,5.14,10.41,30103,849.26
4573,4571.77,2.74,370.05,25.48,6.08,2.34,9.48,100,601.81,4204.81,67,67,50,50,1.811,1.806,46.7,51.3,1,100,4204.81,13.56,29.8,5.33,10.97,31270,851.04
4573.5,4572.27,2.56,368.62,27.06,4.9,4.25,5.59,100,601.99,4213.35,67,67,50,50,1.811,1.807,46.5,51.4,1,100,4213.35,13.77,30.01,5.53,11.36,32459,849.74
4574,4572.77,2.71,367.32,28.19,5.15,3.99,6.42,100,601.75,4217.58,67,67,50,50,1.811,1.805,46.3,51.4,2,100,4217.58,13.96,30.2,5.72,11.97,33594,851.67
4574.5,4573.27,2.79,365.41,30.05,5.71,2.09,9.01,100,601.63,4196.43,67,67,50,50,1.811,1.806,46.4,51.4,2,100,4196.43,14.12,30.36,5.88,12.39,34555,850.6
4575,4573.77,2.86,365.94,29.62,5.07,2.07,8.87,100,601.66,4190.27,67,67,50,50,1.811,1.806,46.7,51.4,2,100,4190.27,14.3,30.54,6.06,12.78,35642,848.36
4575.5,4574.27,3.08,364.08,31.42,5.77,1.94,9.38,100,601.65,4182.76,67,67,50,50,1.81,1.806,46.6,51.5,2,100,4182.76,14.47,30.71,6.23,13.35,36683,852.43
4576,4574.77,2.95,362.68,32.82,5.74,1.84,9.9,120,601.48,4179.32,67,67,50,50,1.81,1.806,47,51.5,2,120,4179.32,14.66,30.9,6.42,13.89,37949,852.32
4576.5,4575.27,3.36,363.24,32.38,5.76,2.14,8.92,80,601.55,4193.77,67,67,50,50,1.81,1.806,47,51.5,2,80,4193.77,14.8,31.04,6.57,14.37,38754,853.2
4577,4575.77,3.95,357.7,37.99,5.75,0.99,10.47,80,601.71,4177.09,67,67,50,50,1.81,1.809,46.9,49.9,2,80,4177.09,14.9,31.16,6.66,14.9,39221,852.72
4577.5,4576.27,3.32,357.1,38.41,6.24,0.71,11.18,80,601.72,4171.65,67,67,50,50,1.81,1.807,46.7,50.4,2,80,4171.65,15.06,31.3,6.82,15.37,39988,850.71
4578,4576.77,3.59,358.34,37.32,6.55,2.67,10,80,601.71,4203.23,67,67,50,50,1.81,1.806,46.8,50.7,2,80,4203.23,15.23,31.47,6.99,15.91,40772,845.6
4578.5,4577.27,5.1,359.05,36.55,6.61,2.89,9.91,80,601.89,4208.86,67,67,50,50,1.81,1.807,46.8,50.9,2,80,4208.86,15.33,31.57,7.09,16.38,41252,845.09
4579,4577.77,4.67,357.71,37.7,7.05,2.37,11.56,80,601.6,4180.31,67,67,50,50,1.81,1.804,46.5,51,2,80,4180.31,15.42,31.66,7.18,16.79,41717,844.79
4579.5,4578.27,3.38,356.14,39.29,5.68,0.67,10.28,80,601.88,4178.9,67,67,50,50,1.809,1.806,46.6,51,2,80,4178.9,15.56,31.8,7.32,17.33,42368,843.26
4580,4578.77,4.46,359.57,35.93,7.48,3.52,10.63,80,601.38,4224.47,67,67,50,50,1.809,1.808,46.6,51,2,80,4224.47,15.7,31.94,7.46,17.91,43063,843.96
4580.5,4579.27,4.8,356.95,38.66,6.28,3.44,10.37,80,602.41,4193.66,67,67,50,50,1.809,1.806,46.6,51.1,2,80,4193.66,15.81,32.05,7.57,18.45,43566,843.36
4581,4579.77,3.93,359.7,36.12,6.96,3.55,10.66,80,601.85,4211.53,67,67,50,50,1.809,1.806,45.6,50.9,2,80,4211.53,15.96,32.2,7.72,18.92,44281,843.35
4581.5,4580.27,4.84,358.13,37.46,7.53,3.69,10.89,80,601.69,4208.27,67,67,50,50,1.809,1.807,46.9,51.1,2,80,4208.27,16.06,32.3,7.82,19.31,44771,843.74
4582,4580.76,5.65,359.02,36.48,6.94,2.74,11.18,80,601.92,4210.42,67,67,50,50,1.809,1.807,46.1,51.1,1,80,4210.42,16.16,32.4,7.92,19.89,45234,842.7
4582.5,4581.26,5.18,357.23,38.39,5.87,2.17,10.62,80,601.76,4202.43,67,67,50,50,1.809,1.806,46.5,51.1,1,80,4202.43,16.24,32.48,8.01,20.38,45658,842.89
4583,4581.76,6.58,357.34,38.11,7.03,3.61,9.57,80,601.43,4219.84,67,67,50,50,1.809,1.806,46.5,51.2,1,80,4219.84,16.32,32.56,8.08,20.84,46026,842.8
4583.5,4582.26,6.99,359.05,36.47,7.83,3.33,12.26,80,601.27,4206.1,67,67,50,50,1.809,1.807,47.3,51.3,1,80,4206.1,16.39,32.63,8.15,21.34,46348,842.49
4584,4582.76,4.23,356.49,38.77,7.22,2.94,11.09,80,601.78,4202.14,67,67,50,50,1.809,1.806,46.6,51.3,1,80,4202.14,16.49,32.73,8.25,21.8,46844,843.26
4584.5,4583.26,3.29,359.21,36.33,5.76,1.99,10.01,90,602.2,4182.61,67,67,50,50,1.809,1.807,46.8,51.3,2,90,4182.61,16.74,33.33,8.43,22.33,47786,838.58
4585,4583.76,4.69,357.5,37.92,7.93,3.26,12.27,90,601.35,4191.59,67,67,50,50,1.809,1.806,46.7,51.5,2,90,4191.59,16.88,33.46,8.56,22.95,48512,839.99
4585.5,4584.26,4.73,357.37,38.19,5.76,2.24,9.33,90,601.65,4188.83,67,67,50,50,1.809,1.806,47,51.5,2,90,4188.83,17.01,33.59,8.69,23.41,49220,841.96
4586,4584.76,3.28,359.89,35.67,5.93,2.32,9.01,90,601.27,4196.43,67,67,50,50,1.809,1.805,47.2,51.5,2,90,4196.43,17.11,33.7,8.8,23.8,49779,840.22
4586.5,4585.26,5.57,357.33,38.11,8.3,4.53,12.03,90,601.99,4211.9,67,67,50,50,1.809,1.809,46.2,51.5,2,90,4211.9,17.24,33.83,8.93,24.38,50486,839.84
4587,4585.76,7.54,361.48,34.04,6.95,2.98,10.75,90,601.8,4191.59,67,67,50,50,1.809,1.807,47.6,51.7,1,90,4191.59,17.32,33.9,9.01,24.83,50897,839.41
4587.5,4586.26,8.27,360.03,35.65,7.82,4.14,12.26,90,601.71,4203.46,67,67,50,50,1.809,1.807,46.8,51.7,1,90,4203.46,17.39,33.97,9.07,25.29,51271,839.9
4588,4586.76,9.35,359.84,35.93,8.07,4.27,11.41,90,601.91,4210.24,67,67,50,50,1.809,1.805,47.1,51.7,1,90,4210.24,17.43,34.02,9.12,25.83,51518,839.64
4588.5,4587.26,6.37,357.05,38.51,5.92,1.71,10.43,100,601.67,4183.89,67,67,50,50,1.809,1.806,46.8,51.7,1,100,4183.89,17.52,34.11,9.21,26.34,52015,841.56
4589,4587.76,4.74,359.08,36.79,6.33,2.01,10.39,100,602.08,4183.53,67,67,50,50,1.809,1.806,46.9,51.8,2,100,4183.53,17.65,34.23,9.33,26.91,52761,836.12
4589.5,4588.26,5.19,357.66,37.88,6.05,2.41,10.43,100,602.05,4163.9,67,67,50,50,1.808,1.804,45.9,51.9,2,100,4163.9,17.74,34.32,9.42,27.38,53299,845.31
4590,4588.75,5.32,357.03,38.76,6.45,2.28,9.82,100,601.24,4181.92,67,67,50,50,1.808,1.807,46.4,51.8,1,100,4181.92,17.83,34.41,9.52,27.79,53867,842.64
4590.5,4589.25,5.43,357.73,37.78,6.96,2.72,10.99,80,601.67,4196.83,67,67,50,50,1.808,1.807,46.8,51.8,1,80,4196.83,17.92,34.5,9.6,28.32,54303,840.48
4591,4589.75,4.47,355.68,40.31,6.98,3.38,9.44,80,601.76,4184.34,67,67,50,50,1.808,1.807,46.5,51.9,1,80,4184.34,18.01,34.6,9.7,28.87,54751,841.53
4591.5,4590.25,4.87,356.69,38.28,6.15,3.36,9.76,80,601.65,4181.92,67,67,50,50,1.808,1.807,46,51.9,1,80,4181.92,18.13,34.71,9.81,29.26,55307,840.55
4592,4590.75,6.42,357.55,37.8,7.12,3.38,10.48,80,601.45,4183.19,67,67,50,50,1.808,1.806,46.5,52.2,1,80,4183.19,18.23,34.82,9.92,29.86,55802,837.45
4592.5,4591.25,6.48,358.82,36.93,7.02,3.14,10.33,80,601.88,4190.33,67,67,50,50,1.808,1.807,46.6,52.6,1,80,4190.33,18.32,34.91,10.01,30.44,56240,836.13
4593,4591.75,5.51,358.85,36.33,6.86,2.8,10.94,80,602.14,4188.69,67,67,50,50,1.808,1.806,46.9,52.9,1,80,4188.69,18.4,34.98,10.08,30.82,56604,834.15
4593.5,4592.25,5.44,357.44,38.18,5.76,1.98,9.03,80,602.37,4185,67,67,50,50,1.808,1.809,46.5,52.9,1,80,4185,18.47,35.06,10.16,31.32,56952,833.59
4594,4592.75,5.63,357.68,37.84,5.7,2.11,9.15,80,601.83,4195.46,67,67,50,50,1.808,1.809,46.4,53.2,1,80,4195.46,18.59,35.17,10.27,31.84,57515,833.09
4594.5,4593.25,6.5,357.8,37.83,5.32,1.78,9.29,80,601.67,4187.72,67,67,50,50,1.808,1.81,47.6,53.3,1,80,4187.72,18.66,35.24,10.34,32.29,57851,832.55
4595,4593.75,6.99,358.16,37.66,7.33,3.18,10.52,80,601.94,4189.3,67,67,50,50,1.807,1.811,46.2,53.3,1,80,4189.3,18.73,35.31,10.41,32.87,58170,832.26
4595.5,4594.25,7.92,359.5,36.02,7.77,4.09,11.75,80,601.91,4202.35,67,67,50,50,1.808,1.809,46.9,53.6,1,80,4202.35,18.8,35.39,10.49,33.41,58544,831.14
4596,4594.75,9.47,358.19,37.26,7.98,4.34,11.51,80,601.66,4201.63,67,67,50,50,1.808,1.807,46.6,53.6,1,80,4201.63,18.85,35.43,10.53,33.89,58749,832.05
4596.5,4595.25,8.13,358.55,36.9,7.81,3.69,11.32,80,601.17,4206.1,67,67,50,50,1.808,1.81,46.1,53.6,1,80,4206.1,18.91,35.49,10.59,34.4,59053,831.5
4597,4595.75,5.6,357.34,38.23,5.5,3.23,8.25,80,601.83,4195.55,67,67,50,50,1.807,1.807,47.8,53.7,1,80,4195.55,18.98,35.56,10.66,34.85,59370,832.6
4597.5,4596.25,4.22,357.26,38.29,5.44,1.88,9.01,80,602,4180.35,67,67,50,50,1.808,1.81,46.2,53.8,1,80,4180.35,19.1,35.69,10.79,35.32,59979,830.93
4598,4596.75,4.17,359.11,36.63,7.07,2.52,11.28,80,601.5,4173.67,67,67,50,50,1.808,1.81,45.9,54.1,1,80,4173.67,19.26,35.84,10.94,35.9,60731,829.62
4598.5,4597.24,4.98,358.5,37.03,6.92,1.57,12.03,80,601.51,4144.73,67,67,50,50,1.808,1.809,46.1,54,1,80,4144.73,19.35,35.93,11.03,36.28,61146,828.2
4599,4597.74,5.46,356.92,38.53,7.49,2.88,12.72,80,601.34,4148.08,67,67,50,50,1.808,1.811,46.9,54.2,1,80,4148.08,19.43,36.01,11.11,36.88,61535,828.87
4599.5,4598.24,6.23,359.01,36.74,8.43,3.12,13.88,80,601.86,4166.45,67,67,50,50,1.808,1.808,47.1,54.1,1,80,4166.45,19.54,36.13,11.23,37.38,62087,827.48
